Date ,Product ID,Product Name ,Amount,Cost,Price($),State,Profit,Lookup Id,Lookup Price,LookUp Name
11/04/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),2,0.53,9.99,Sold-out,9.46,,,
12/04/2021,27,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Brown,1,15.48,15.99,Sold-out,0.51,,,
13/04/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,0,0.42,5.49,Sold-out,5.07,,,
14/04/2021,55,"Diaclara Designed for iPhone 13 Case Full Body Rugged Case with Built-in Touch Sensitive Anti-Scratch Screen Protector Soft TPU Bumper Case for iPhone 13 6.1"" (Pearl Pink)",0,11.38,14.99,Sold-out,3.61,,,
15/04/2021,90,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),3,0.19,30.99,Sold-out,30.80,,,
16/04/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,2,3.35,16.99,Sold-out,13.64,,,
17/04/2021,67,CASEKOO Twinkle Star for iPhone 13 Pro [Clear Glitter] [Never Yellow] Military Grade Protection [Sparkly Shiny Bling] Slim Thin Shockproof Protective Phone Case for Women Girls-6.1 inch,3,8.43,20.98,Sold-out,12.55,,,
18/04/2021,20,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),0,2.51,7.99,Sold-out,5.48,,,
19/04/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,2,6.03,15.29,Sold-out,9.26,,,
20/04/2021,15,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Blue,0,14.42,18.99,Sold-out,4.57,,,
21/04/2021,35,Humixx Shockproof Series for iPhone 13 Case [10FT Military Grade Drop Protection] [Ultimate Touch Feeling] Translucent Matte Back and 4-Corner Airbag Armor Phone Case iPhone 13 6.1 inch Space Black,0,16.02,19.99,Sold-out,3.97,,,
22/04/2021,76,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Dark Blue,2,11.60,12.99,Sold-out,1.39,,,
23/04/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,3,4.88,5.49,Sold-out,0.61,,,
24/04/2021,73,Designed for iPhone 13 CaseORETECH iPhone 13 Case with 2 x Tempered Glass Screen Protector&Camera Lens Protector for iPhone 13 Hard PC+TPU Shockproof Non-Slip Case Cover for iPhone 13 Case-Black,3,13.81,13.99,Sold-out,0.18,,,
25/04/2021,41,iPhone 13 CaseSunflower Rose Pattern iPhone 13 Cases for Girls Women [Anti-Scratch] Soft TPU Shockproof Design Cover Case for iPhone 13ï¼ˆ6.1inchï¼‰,3,3.08,13.99,Sold-out,10.91,,,
26/04/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,3,1.21,5.94,Sold-out,4.73,,,
27/04/2021,19,Mkeke Compatible with iPhone 13 Case Blue Transparent Shockproof Protective Phone Cases for iPhone 13 Released 2021 Blue,1,8.16,15.99,Sold-out,7.83,,,
28/04/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,2,1.06,16.99,Sold-out,15.93,,,
29/04/2021,56,LUPA Legacy iPhone 13 Wallet Case - Case with Card Holder - [Slim + Durable] for Women and Men - iPhone 13 Flip Cell Phone case - Faux Leather - Folio Cover - Burgundy,3,20.20,23.99,Sold-out,3.79,,,
30/04/2021,9,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Black),0,15.52,15.99,Sold-out,0.47,,,
01/05/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),3,6.26,16.14,Sold-out,9.88,,,
02/05/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,3,16.49,19.99,Sold-out,3.50,,,
03/05/2021,52,i-Blason Cosmo Series Case for iPhone 13 6.1 inch (2021 Release) Slim Full-Body Stylish Protective Case with Built-in Screen Protector(Ocean),3,4.74,23.99,Sold-out,19.25,,,
04/05/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,1,1.26,14.99,Sold-out,13.73,,,
05/05/2021,61,Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,0,7.56,14.49,Sold-out,6.93,,,
06/05/2021,46,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Cobalt Blue),1,2.71,11.99,Sold-out,9.28,,,
07/05/2021,62,Spigen Ultra Hybrid Designed for iPhone 13 Pro Max Case (2021) - Matte Black,2,9.46,15.99,Sold-out,6.53,,,
08/05/2021,6,CASEKOO Crystal Series for iPhone 13 case [Military Grade Drop Protection][Not Yellowing] Shockproof Protective Phone Case Slim Cover 6.1 inch 2021 Pink,1,6.72,21.99,Sold-out,15.27,,,
09/05/2021,22,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-WineRed,3,5.70,14.99,Sold-out,9.29,,,
10/05/2021,59,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Blue),3,2.14,12.74,Sold-out,10.60,,,
11/05/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,3,13.74,15.99,Sold-out,2.25,,,
12/05/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),1,3.84,16.14,Sold-out,12.30,,,
13/05/2021,86,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala,3,1.15,9.99,Sold-out,8.84,,,
14/05/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,2,1.19,5.49,Sold-out,4.30,,,
15/05/2021,69,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,3,12.47,14.99,Sold-out,2.52,,,
16/05/2021,37,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Sand Beige,0,1.02,16.99,Sold-out,15.97,,,
17/05/2021,67,CASEKOO Twinkle Star for iPhone 13 Pro [Clear Glitter] [Never Yellow] Military Grade Protection [Sparkly Shiny Bling] Slim Thin Shockproof Protective Phone Case for Women Girls-6.1 inch,3,19.24,20.98,Sold-out,1.74,,,
18/05/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),1,9.40,9.99,Sold-out,0.59,,,
19/05/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,0,13.61,16.99,Sold-out,3.38,,,
20/05/2021,55,"Diaclara Designed for iPhone 13 Case Full Body Rugged Case with Built-in Touch Sensitive Anti-Scratch Screen Protector Soft TPU Bumper Case for iPhone 13 6.1"" (Pearl Pink)",1,13.63,14.99,Sold-out,1.36,,,
21/05/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),1,8.70,21.99,Sold-out,13.29,,,
22/05/2021,28,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 InchBlack,0,13.14,14.99,Sold-out,1.85,,,
23/05/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,3,1.82,15.99,Sold-out,14.17,,,
24/05/2021,3,Cordking Designed for iPhone 13 Case Silicone Ultra Slim Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Blue,0,9.88,16.98,Sold-out,7.10,,,
25/05/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),2,8.68,9.99,Sold-out,1.31,,,
26/05/2021,7,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - MAVEN WAY,2,5.02,39.95,Sold-out,34.93,,,
27/05/2021,74,ESR Air Armor Case Compatible with iPhone 13 Case Military-Grade Drop Protection Shock-Absorbing Corners Yellowing-Resistant Hard Back Scratch Resistant Frosted Black,2,10.44,18.99,Sold-out,8.55,,,
28/05/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),2,14.70,16.14,Sold-out,1.44,,,
29/05/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,0,13.26,14.99,Sold-out,1.73,,,
30/05/2021,48,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),2,23.96,30.99,Sold-out,7.03,,,
31/05/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),3,18.27,21.99,Sold-out,3.72,,,
01/06/2021,98,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,0,9.79,16.99,Sold-out,7.20,,,
02/06/2021,84,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Black,1,2.49,15.99,Sold-out,13.50,,,
03/06/2021,61,Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,1,5.36,14.49,Sold-out,9.13,,,
04/06/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,1,13.49,16.99,Sold-out,3.50,,,
05/06/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),1,12.22,12.89,Sold-out,0.67,,,
06/06/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,1,13.55,15.99,Sold-out,2.44,,,
07/06/2021,74,ESR Air Armor Case Compatible with iPhone 13 Case Military-Grade Drop Protection Shock-Absorbing Corners Yellowing-Resistant Hard Back Scratch Resistant Frosted Black,0,1.88,18.99,Sold-out,17.11,,,
08/06/2021,86,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala,2,6.65,9.99,Sold-out,3.34,,,
09/06/2021,67,CASEKOO Twinkle Star for iPhone 13 Pro [Clear Glitter] [Never Yellow] Military Grade Protection [Sparkly Shiny Bling] Slim Thin Shockproof Protective Phone Case for Women Girls-6.1 inch,2,12.57,20.98,Sold-out,8.41,,,
10/06/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,3,16.02,19.98,Sold-out,3.96,,,
11/06/2021,68,"HOTWAV 2022 Designed for iPhone 13 Case | Soft Texture | Translucent Matte Back | Anti -Scratchi | Dirt-Resistanti | Slim Fit for iPhone 13 6.1"" - Black",0,1.12,2.99,Sold-out,1.87,,,
12/06/2021,85,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red,3,10.14,12.99,Sold-out,2.85,,,
13/06/2021,92,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Fluorescent Green,1,0.89,13.98,Sold-out,13.09,,,
14/06/2021,15,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Blue,1,8.12,18.99,Sold-out,10.87,,,
15/06/2021,53,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),1,2.03,9.99,Sold-out,7.96,,,
16/06/2021,58,Coolwee Clear Glitter Compatible iPhone 13 Case Flower Slim Cute Crystal Lace Bling Shiny Women Girl Floral Hard Back Soft TPU Bumper Protective Cover Compatible Apple iPhone 13 6.1 inch Mandala Henna,1,0.26,11.99,Sold-out,11.73,,,
17/06/2021,94,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Red,2,11.35,17.99,Sold-out,6.64,,,
18/06/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),2,3.11,12.89,Sold-out,9.78,,,
19/06/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,3,2.03,5.94,Sold-out,3.91,,,
20/06/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,1,7.10,19.99,Sold-out,12.89,,,
21/06/2021,6,CASEKOO Crystal Series for iPhone 13 case [Military Grade Drop Protection][Not Yellowing] Shockproof Protective Phone Case Slim Cover 6.1 inch 2021 Pink,1,10.54,21.99,Sold-out,11.45,,,
22/06/2021,92,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Fluorescent Green,3,10.52,13.98,Sold-out,3.46,,,
23/06/2021,43,Miracase Compatible with iPhone 13 case 6.1 inch [Glass Instead Plastic] with Built-in 9H Tempered Glass Screen Protector for iPhone 132021 Upgrade Full-Body Glass Clear Case Dark Blue,1,3.30,17.99,Sold-out,14.69,,,
24/06/2021,22,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-WineRed,0,13.36,14.99,Sold-out,1.63,,,
25/06/2021,25,Humixx Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Tested] [Anti-Scratch] Clear PC Back with Soft Black TPU Bumper Slim Fit Protective Cover for 13 Phone 6.1 Inch Bright Black,0,6.69,21.99,Sold-out,15.30,,,
26/06/2021,17,"K TOMOTO Compatible with iPhone 13 Case [Drop Protection] [Anti-Scratch] Shockproof Liquid Silicone Anti-Fingerprint Cover with Microfiber Lining Phone Case for iPhone 13 6.1"" (2021) Hot Pink",3,5.85,16.99,Sold-out,11.14,,,
27/06/2021,39,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Red Crystal,1,6.31,16.99,Sold-out,10.68,,,
28/06/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),1,2.42,16.14,Sold-out,13.72,,,
29/06/2021,15,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Blue,1,9.97,18.99,Sold-out,9.02,,,
30/06/2021,55,"Diaclara Designed for iPhone 13 Case Full Body Rugged Case with Built-in Touch Sensitive Anti-Scratch Screen Protector Soft TPU Bumper Case for iPhone 13 6.1"" (Pearl Pink)",0,5.27,14.99,Sold-out,9.72,,,
01/07/2021,58,Coolwee Clear Glitter Compatible iPhone 13 Case Flower Slim Cute Crystal Lace Bling Shiny Women Girl Floral Hard Back Soft TPU Bumper Protective Cover Compatible Apple iPhone 13 6.1 inch Mandala Henna,3,0.32,11.99,Sold-out,11.67,,,
02/07/2021,33,Spigen Liquid Air Armor Designed for iPhone 13 Pro Case (2021) - Navy Blue,1,4.98,16.99,Sold-out,12.01,,,
03/07/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,0,9.20,19.99,Sold-out,10.79,,,
04/07/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,0,5.40,19.54,Sold-out,14.14,,,
05/07/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),1,17.32,21.99,Sold-out,4.67,,,
06/07/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,3,16.66,16.99,Sold-out,0.33,,,
07/07/2021,74,ESR Air Armor Case Compatible with iPhone 13 Case Military-Grade Drop Protection Shock-Absorbing Corners Yellowing-Resistant Hard Back Scratch Resistant Frosted Black,1,9.66,18.99,Sold-out,9.33,,,
08/07/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,1,0.27,16.99,Sold-out,16.72,,,
09/07/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),1,8.05,21.99,Sold-out,13.94,,,
10/07/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,0,16.67,19.98,Sold-out,3.31,,,
11/07/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),0,3.82,9.99,Sold-out,6.17,,,
12/07/2021,68,"HOTWAV 2022 Designed for iPhone 13 Case | Soft Texture | Translucent Matte Back | Anti -Scratchi | Dirt-Resistanti | Slim Fit for iPhone 13 6.1"" - Black",1,2.20,2.99,Sold-out,0.79,,,
13/07/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,0,4.54,5.49,Sold-out,0.95,,,
14/07/2021,15,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Blue,1,13.32,18.99,Sold-out,5.67,,,
15/07/2021,8,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,1,6.89,39.95,Sold-out,33.06,,,
16/07/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,1,2.83,19.99,Sold-out,17.16,,,
17/07/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,2,1.96,19.98,Sold-out,18.02,,,
18/07/2021,10,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Light Green),1,13.80,17.99,Sold-out,4.19,,,
19/07/2021,26,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Navy Blue,1,11.11,14.99,Sold-out,3.88,,,
20/07/2021,90,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),1,15.15,30.99,Sold-out,15.84,,,
21/07/2021,85,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red,3,10.07,12.99,Sold-out,2.92,,,
22/07/2021,94,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Red,2,10.14,17.99,Sold-out,7.85,,,
23/07/2021,7,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - MAVEN WAY,1,5.51,39.95,Sold-out,34.44,,,
24/07/2021,26,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Navy Blue,0,6.49,14.99,Sold-out,8.50,,,
25/07/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,1,2.98,16.99,Sold-out,14.01,,,
26/07/2021,49,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),2,5.72,7.99,Sold-out,2.27,,,
27/07/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,0,6.23,19.99,Sold-out,13.76,,,
28/07/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),1,12.69,12.89,Sold-out,0.20,,,
29/07/2021,98,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,3,13.10,16.99,Sold-out,3.89,,,
30/07/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,0,8.46,9.99,Sold-out,1.53,,,
31/07/2021,83,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower,0,5.86,5.99,Sold-out,0.13,,,
01/08/2021,60,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Dark Green),1,8.79,14.99,Sold-out,6.20,,,
02/08/2021,25,Humixx Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Tested] [Anti-Scratch] Clear PC Back with Soft Black TPU Bumper Slim Fit Protective Cover for 13 Phone 6.1 Inch Bright Black,3,5.52,21.99,Sold-out,16.47,,,
03/08/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,2,17.50,19.98,Sold-out,2.48,,,
04/08/2021,1,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-Lemon Yellow,0,6.00,16.99,Sold-out,10.99,,,
05/08/2021,75,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue,2,8.30,12.99,Sold-out,4.69,,,
06/08/2021,1,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-Lemon Yellow,0,4.66,16.99,Sold-out,12.33,,,
07/08/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,3,10.84,16.99,Sold-out,6.15,,,
08/08/2021,29,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 Inch (Cherry Juice Pink),1,10.60,12.99,Sold-out,2.39,,,
09/08/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,2,1.41,16.99,Sold-out,15.58,,,
10/08/2021,17,"K TOMOTO Compatible with iPhone 13 Case [Drop Protection] [Anti-Scratch] Shockproof Liquid Silicone Anti-Fingerprint Cover with Microfiber Lining Phone Case for iPhone 13 6.1"" (2021) Hot Pink",3,11.52,16.99,Sold-out,5.47,,,
11/08/2021,75,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue,1,2.02,12.99,Sold-out,10.97,,,
12/08/2021,60,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Dark Green),2,8.87,14.99,Sold-out,6.12,,,
13/08/2021,89,ACKETBOX for iPhone 13 Case with Screen Protector and Camera Protective Filmï¼ŒHeavy Duty PC Back Case + Front Cover and Clear TPU Full Body Protective Cover for iPhone 13 6.1 inch 2021 (Flowers),0,9.47,15.98,Sold-out,6.51,,,
14/08/2021,72,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Pink Pomelo,2,34.19,49,Sold-out,14.81,,,
15/08/2021,88,CAPERCASE Everyday Carry Series for iPhone 13 Case Shockproof Protective Anti-Slip Slim Hard Cell Phone Cases with Lens Protection and Dust Plugs (Port Covers) for iPhone 13 6.1 inch Green Blue,2,9.69,15.99,Sold-out,6.30,,,
